site_code,latitude,longitude,species_name,year,count
BI-S1,-41.87447,148.31433,Trachurus declivis,1997,0
BI-S1,-41.87447,148.31433,Trachurus declivis,1998,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,1999,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2000,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2001,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2002,1.875
BI-S1,-41.87447,148.31433,Trachurus declivis,2003,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2004,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2005,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2006,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2007,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2008,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2009,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2010,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2011,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2012,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2013,0.0625
BI-S1,-41.87447,148.31433,Trachurus declivis,2014,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2015,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2016,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2017,0
BI-S1,-41.87447,148.31433,Trachurus declivis,2018,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2019,0.125
BI-S1,-41.87447,148.31433,Trachurus declivis,2020,NA
BI-S1,-41.87447,148.31433,Trachurus declivis,2021,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1992,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1993,0.75
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1994,0.6875
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1995,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1996,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1997,1.53125
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1998,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,1999,1.3125
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2000,0.0625
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2001,0.0625
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2002,1.4375
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2003,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2004,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2005,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2006,0.0625
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2007,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2008,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2009,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2010,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2011,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2012,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2013,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2014,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2015,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2016,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2017,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2018,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2019,0
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2020,NA
BI-S1,-41.87447,148.31433,Comanthus tasmaniae,2021,NA
BI-S1,-41.87447,148.31433,Fromia polypora,1992,0.125
BI-S1,-41.87447,148.31433,Fromia polypora,1993,0
BI-S1,-41.87447,148.31433,Fromia polypora,1994,0
BI-S1,-41.87447,148.31433,Fromia polypora,1995,NA
BI-S1,-41.87447,148.31433,Fromia polypora,1996,NA
BI-S1,-41.87447,148.31433,Fromia polypora,1997,0.03125
BI-S1,-41.87447,148.31433,Fromia polypora,1998,NA
BI-S1,-41.87447,148.31433,Fromia polypora,1999,0.0625
BI-S1,-41.87447,148.31433,Fromia polypora,2000,0
BI-S1,-41.87447,148.31433,Fromia polypora,2001,0.0625
BI-S1,-41.87447,148.31433,Fromia polypora,2002,0.0625
BI-S1,-41.87447,148.31433,Fromia polypora,2003,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2004,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2005,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2006,0
BI-S1,-41.87447,148.31433,Fromia polypora,2007,0
BI-S1,-41.87447,148.31433,Fromia polypora,2008,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2009,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2010,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2011,0
BI-S1,-41.87447,148.31433,Fromia polypora,2012,0
BI-S1,-41.87447,148.31433,Fromia polypora,2013,0
BI-S1,-41.87447,148.31433,Fromia polypora,2014,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2015,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2016,0
BI-S1,-41.87447,148.31433,Fromia polypora,2017,0
BI-S1,-41.87447,148.31433,Fromia polypora,2018,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2019,0
BI-S1,-41.87447,148.31433,Fromia polypora,2020,NA
BI-S1,-41.87447,148.31433,Fromia polypora,2021,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,1992,0.875
BI-S1,-41.87447,148.31433,Plagusia chabrus,1993,0.375
BI-S1,-41.87447,148.31433,Plagusia chabrus,1994,0.25
BI-S1,-41.87447,148.31433,Plagusia chabrus,1995,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,1996,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,1997,0.625
BI-S1,-41.87447,148.31433,Plagusia chabrus,1998,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,1999,0.375
BI-S1,-41.87447,148.31433,Plagusia chabrus,2000,0.25
BI-S1,-41.87447,148.31433,Plagusia chabrus,2001,0.5
BI-S1,-41.87447,148.31433,Plagusia chabrus,2002,0.3125
BI-S1,-41.87447,148.31433,Plagusia chabrus,2003,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2004,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2005,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2006,0.5
BI-S1,-41.87447,148.31433,Plagusia chabrus,2007,0.6875
BI-S1,-41.87447,148.31433,Plagusia chabrus,2008,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2009,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2010,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2011,0.125
BI-S1,-41.87447,148.31433,Plagusia chabrus,2012,0.4375
BI-S1,-41.87447,148.31433,Plagusia chabrus,2013,0.25
BI-S1,-41.87447,148.31433,Plagusia chabrus,2014,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2015,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2016,0.1875
BI-S1,-41.87447,148.31433,Plagusia chabrus,2017,0.0625
BI-S1,-41.87447,148.31433,Plagusia chabrus,2018,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2019,0.125
BI-S1,-41.87447,148.31433,Plagusia chabrus,2020,NA
BI-S1,-41.87447,148.31433,Plagusia chabrus,2021,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1992,0.375
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1993,0.0625
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1994,0.3125
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1995,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1996,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1997,0.1875
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1998,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,1999,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2000,0.1875
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2001,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2002,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2003,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2004,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2005,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2006,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2007,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2008,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2009,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2010,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2011,0.0625
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2012,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2013,0.0625
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2014,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2015,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2016,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2017,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2018,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2019,0
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2020,NA
BI-S1,-41.87447,148.31433,Strigopagurus strigimanus,2021,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,1992,8.5
BI-S1,-41.87447,148.31433,Turbo undulatus,1993,2.5
BI-S1,-41.87447,148.31433,Turbo undulatus,1994,3.1875
BI-S1,-41.87447,148.31433,Turbo undulatus,1995,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,1996,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,1997,1.375
BI-S1,-41.87447,148.31433,Turbo undulatus,1998,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,1999,0.125
BI-S1,-41.87447,148.31433,Turbo undulatus,2000,0.4375
BI-S1,-41.87447,148.31433,Turbo undulatus,2001,1.5625
BI-S1,-41.87447,148.31433,Turbo undulatus,2002,0.75
BI-S1,-41.87447,148.31433,Turbo undulatus,2003,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2004,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2005,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2006,24.375
BI-S1,-41.87447,148.31433,Turbo undulatus,2007,8.625
BI-S1,-41.87447,148.31433,Turbo undulatus,2008,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2009,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2010,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2011,0.5625
BI-S1,-41.87447,148.31433,Turbo undulatus,2012,0.125
BI-S1,-41.87447,148.31433,Turbo undulatus,2013,1.1875
BI-S1,-41.87447,148.31433,Turbo undulatus,2014,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2015,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2016,5.5
BI-S1,-41.87447,148.31433,Turbo undulatus,2017,5.8125
BI-S1,-41.87447,148.31433,Turbo undulatus,2018,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2019,21.8125
BI-S1,-41.87447,148.31433,Turbo undulatus,2020,NA
BI-S1,-41.87447,148.31433,Turbo undulatus,2021,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1992,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1993,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1994,0.2
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1995,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1996,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1997,0.475
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1998,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,1999,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2000,0.45
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2001,1.25
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2002,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2003,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2004,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2005,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2006,0.4
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2007,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2008,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2009,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2010,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2011,1.7
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2012,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2013,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2014,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2015,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2016,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2017,1.6
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2018,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2019,0
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2020,NA
BI-S1,-41.87447,148.31433,Melanthalia obtusata,2021,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1992,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1993,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1994,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1995,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1996,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1997,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1998,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,1999,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2000,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2001,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2002,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2003,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2004,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2005,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2006,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2007,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2008,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2009,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2010,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2011,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2012,0.15
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2013,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2014,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2015,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2016,0.2
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2017,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2018,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2019,0
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2020,NA
BI-S1,-41.87447,148.31433,Plocamium patagiatum,2021,NA
BI-S2,-41.86954,148.31363,Aracana aurita,1992,0
BI-S2,-41.86954,148.31363,Aracana aurita,1993,0
BI-S2,-41.86954,148.31363,Aracana aurita,1994,0.0625
BI-S2,-41.86954,148.31363,Aracana aurita,1995,NA
BI-S2,-41.86954,148.31363,Aracana aurita,1996,NA
BI-S2,-41.86954,148.31363,Aracana aurita,1997,0
BI-S2,-41.86954,148.31363,Aracana aurita,1998,NA
BI-S2,-41.86954,148.31363,Aracana aurita,1999,0.0625
BI-S2,-41.86954,148.31363,Aracana aurita,2000,0
BI-S2,-41.86954,148.31363,Aracana aurita,2001,0
BI-S2,-41.86954,148.31363,Aracana aurita,2002,0
BI-S2,-41.86954,148.31363,Aracana aurita,2003,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2004,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2005,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2006,0
BI-S2,-41.86954,148.31363,Aracana aurita,2007,0.0625
BI-S2,-41.86954,148.31363,Aracana aurita,2008,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2009,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2010,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2011,0
BI-S2,-41.86954,148.31363,Aracana aurita,2012,0.125
BI-S2,-41.86954,148.31363,Aracana aurita,2013,0
BI-S2,-41.86954,148.31363,Aracana aurita,2014,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2015,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2016,0
BI-S2,-41.86954,148.31363,Aracana aurita,2017,0.1875
BI-S2,-41.86954,148.31363,Aracana aurita,2018,NA
BI-S2,-41.86954,148.31363,Aracana aurita,2019,0
